          x                         y                              Euler          Error absoluto                    RK2                    Error absoluto                    RK4                    Error absoluto
   0.0000000000000000       0.54607442663970940        1.0000000000000000       0.45392557336029060        1.0000000000000000       0.45392557336029060        1.0000000000000000       0.45392557336029060     
  0.10000000000000001       0.48675225595997168        1.0000000000000000       0.51324774404002826       0.99500000000000000       0.50824774404002837       0.99501247916666669       0.50826022320669506     
  0.20000000000000001       0.42955735821073909       0.98999999999999999       0.56044264178926095       0.98014962500000002       0.55059226678926088       0.98019867305420183       0.55064131484346279     
  0.30000000000000004       0.37531109885139957       0.97019999999999995       0.59488890114860038       0.95589092178125001       0.58057982292985044       0.95599748102806936       0.58068638217666979     
  0.40000000000000002       0.32465246735834974       0.94109399999999999       0.61644153264165025       0.92293658225284136       0.59828411489449163       0.92311634480539584       0.59846387744704610     
  0.50000000000000000       0.27803730045319408       0.90345023999999996       0.62541293954680588       0.88223507897549103       0.60419777852229695       0.88249690053466490       0.60445960008147082     
  0.60000000000000009       0.23574607655586347       0.85827772800000002       0.62253165144413658       0.83492522286543036       0.59917914630956692       0.83527021035781979       0.59952413380195635     
  0.70000000000000007       0.19789869908361465       0.80678106431999996       0.60888236523638528       0.78228318756376503       0.58438448848015034       0.78270454156826763       0.58480584248465295     
  0.80000000000000004       0.16447445657715490       0.75030638981760001       0.58583193324044514       0.72566544186383752       0.56119098528668265       0.72614905086044013       0.56167459428328526     
  0.90000000000000002       0.13533528323661270       0.69028187863219204       0.55494659539557933       0.66645114180774834       0.53111585857113564       0.66697684453062722       0.53164156129401452     
   1.0000000000000000        0.0000000000000000       0.62815650955529478       0.62815650955529478       0.60598736196724035       0.60598736196724035       0.60653072639890704       0.60653072639890704     
