          x                         y                              Euler          Error absoluto                    RK2                    Error absoluto                    RK4                    Error absoluto
   0.0000000000000000       0.60647000664686435        1.0000000000000000       0.39352999335313565        1.0000000000000000       0.39352999335313565        1.0000000000000000       0.39352999335313565     
   1.0000000000000000E-004  0.60640935358230830        1.0000000000000000       0.39359064641769170       0.99999999500000003       0.39359064141769173       0.99999999500000003       0.39359064141769173     
   2.0000000000000001E-004  0.60634870052017809       0.99999998999999995       0.39365128947982186       0.99999998000000023       0.39365127947982215       0.99999998000000023       0.39365127947982215     
   3.0000000000000003E-004  0.60628804746168641       0.99999997000000018       0.39371192253831377       0.99999995500000094       0.39371190753831453       0.99999995500000105       0.39371190753831464     
   4.0000000000000002E-004  0.60622739440804607       0.99999994000000103       0.39377254559195496       0.99999992000000304       0.39377252559195697       0.99999992000000326       0.39377252559195719     
   5.0000000000000001E-004  0.60616674136046955       0.99999990000000338       0.39383315863953383       0.99999987500000753       0.39383313363953798       0.99999987500000787       0.39383313363953831     
   6.0000000000000006E-004  0.60610608832016921       0.99999985000000835       0.39389376167983914       0.99999982000001575       0.39389373167984654       0.99999982000001630       0.39389373167984709     
   6.9999999999999999E-004  0.60604543528835719       0.99999979000001737       0.39395435471166018       0.99999975500002936       0.39395431971167216       0.99999975500003013       0.39395431971167294     
   8.0000000000000004E-004  0.60598478226624586       0.99999972000003212       0.39401493773378626       0.99999968000005035       0.39401489773380449       0.99999968000005135       0.39401489773380549     
   9.0000000000000008E-004  0.60592412925504724       0.99999964000005448       0.39407551074500724       0.99999959500008095       0.39407546574503372       0.99999959500008218       0.39407546574503494     
   1.0000000000000000E-003  0.60586347625597281       0.99999955000008689       0.39413607374411408       0.99999950000012372       0.39413602374415091       0.99999950000012516       0.39413602374415235     
   1.1000000000000001E-003  0.60580282327023505       0.99999945000013191       0.39419662672989686       0.99999939500018142       0.39419657172994638       0.99999939500018320       0.39419657172994815     
   1.2000000000000001E-003  0.60574217029904509       0.99999934000019242       0.39425716970114733       0.99999928000025728       0.39425710970121219       0.99999928000025939       0.39425710970121430     
   1.3000000000000002E-003  0.60568151734361475       0.99999922000027164       0.39431770265665689       0.99999915500035474       0.39431763765673999       0.99999915500035719       0.39431763765674244     
   1.4000000000000000E-003  0.60562086440515528       0.99999909000037301       0.39437822559521774       0.99999902000047758       0.39437815559532230       0.99999902000048035       0.39437815559532508     
