          x                         y                              Euler          Error absoluto                    RK2                    Error absoluto                    RK4                    Error absoluto
   0.0000000000000000       0.60592412925504724        1.0000000000000000       0.39407587074495276        1.0000000000000000       0.39407587074495276        1.0000000000000000       0.39407587074495276     
   1.0000000000000000E-003  0.60531760000981361        1.0000000000000000       0.39468239999018639       0.99999950000000004       0.39468189999018644       0.99999950000012505       0.39468189999031145     
   2.0000000000000000E-003  0.60471107318817008       0.99999899999999997       0.39528792681182989       0.99999800000150008       0.39528692681333000       0.99999800000200001       0.39528692681382993     
   3.0000000000000001E-003  0.60410455000013330       0.99999700000199998       0.39589245000186668       0.99999550000900006       0.39589095000886676       0.99999550001012505       0.39589095000999175     
   4.0000000000000001E-003  0.60349803165449645       0.99999400001100003       0.39649596835650358       0.99999200002999999       0.39649396837550355       0.99999200003199995       0.39649396837750350     
   5.0000000000000001E-003  0.60289151935882468       0.99999000003499994       0.39709848067617526       0.99998750007499981       0.39709598071617513       0.99998750007812476       0.39709598071930008     
   6.0000000000000001E-003  0.60228501431945236       0.99998500008499980       0.39769998576554744       0.99998200015749927       0.39769698583804691       0.99998200016199912       0.39769698584254676     
   7.0000000000000001E-003  0.60167851774147896       0.99997900017499930       0.39830048243352034       0.99997550029399784       0.39829698255251889       0.99997550030012261       0.39829698255864365     
   8.0000000000000002E-003  0.60107203082876592       0.99997200032199807       0.39889996949323214       0.99996800050399504       0.39889596967522911       0.99996800051199464       0.39889596968322871     
   9.0000000000000011E-003  0.60046555478393226       0.99996400054599555       0.39949844576206328       0.99995950080998963       0.39949394602605737       0.99995950082011398       0.39949394603618171     
   1.0000000000000000E-002  0.59985909080835242       0.99995500086999067       0.40009591006163825       0.99995000123748023       0.40009091042912781       0.99995000124997924       0.40009091044162681     
   1.0999999999999999E-002  0.59925264010215096       0.99994500131998199       0.40069236121783103       0.99993950181496460       0.40068686171281365       0.99993950183008817       0.40068686172793722     
   1.2000000000000000E-002  0.59864620386420064       0.99993400192496751       0.40128779806076686       0.99992800257393988       0.40128179870973923       0.99992800259193793       0.40128179872773728     
   1.3000000000000001E-002  0.59803978329211782       0.99992200271694442       0.40188221942482660       0.99991550354890235       0.40187572025678453       0.99991550357002457       0.40187572027790675     
   1.4000000000000000E-002  0.59743337958225973       0.99990900373090907       0.40247562414864935       0.99990200477734703       0.40246862519508730       0.99990200480184321       0.40246862521958349     
   1.4999999999999999E-002  0.59682699392971961       0.99989500500485684       0.40306801107513723       0.99988750629976786       0.40306051237004825       0.99988750632788781       0.40306051239816820     
   1.6000000000000000E-002  0.59622062752832550       0.99988000657978182       0.40365937905145632       0.99987200815965716       0.40365138063133166       0.99987200819165056       0.40365138066332507     
   1.7000000000000001E-002  0.59561428157063412       0.99986400849967649       0.40424972692904237       0.99985551040350562       0.40424122883287150       0.99985551043962217       0.40424122886898806     
   1.8000000000000002E-002  0.59500795724792965       0.99984701081153204       0.40483905356360239       0.99983801308080211       0.40483005583287246       0.99983801312129150       0.40483005587336185     
   1.9000000000000000E-002  0.59440165575021864       0.99982901356533749       0.40542735781511885       0.99981951624403320       0.40541786049381456       0.99981951628914500       0.40541786053892637     
   2.0000000000000000E-002  0.59379537826622764       0.99981001681407977       0.40601463854785214       0.99980001994868306       0.40600464168245542       0.99980001999866686       0.40600464173243922     
   2.1000000000000001E-002  0.59318912598339879       0.99979002061374345       0.40660089463034466       0.99977952425323313       0.40659039826983434       0.99977952430833839       0.40659039832493959     
   2.1999999999999999E-002  0.59258290008788761       0.99976902502331055       0.40718612493542294       0.99975802921916190       0.40717512913127429       0.99975802927963819       0.40717512919175058     
   2.3000000000000000E-002  0.59197670176455830       0.99974703010476007       0.40777032834020177       0.99973553491094458       0.40775883314638628       0.99973553497704126       0.40775883321248296     
   2.4000000000000000E-002  0.59137053219698121       0.99972403592306769       0.40835350372608648       0.99971204139605274       0.40834150919907153       0.99971204146801906       0.40834150927103785     
   2.5000000000000001E-002  0.59076439256742874       0.99970004254620548       0.40893564997877674       0.99968754874495391       0.40892315617752517       0.99968754882303923       0.40892315625561049     
   2.6000000000000002E-002  0.59015828405687287       0.99967505004514179       0.40951676598826892       0.99966205703111133       0.40950377297423846       0.99966205711556488       0.40950377305869201     
   2.7000000000000000E-002  0.58955220784498064       0.99964905849384067       0.41009685064886003       0.99963556633098360       0.41008335848600297       0.99963556642205453       0.41008335857707390     
   2.8000000000000001E-002  0.58894616511011177       0.99962206796926134       0.41067590285914957       0.99960807672402419       0.41066191161391241       0.99960807682196162       0.41066191171184985     
   2.9000000000000001E-002  0.58834015702931475       0.99959407855135818       0.41125392152204343       0.99957958829268112       0.41123943126336637       0.99957958839773420       0.41123943136841945     
   2.9999999999999999E-002  0.58773418477832340       0.99956509032308016       0.41183090554475676       0.99955010112239662       0.41181591634407322       0.99955010123481425       0.41181591645649085     
   3.1000000000000000E-002  0.58712824953155385       0.99953510337037044       0.41240685383881659       0.99951961530160660       0.41239136577005275       0.99951961542163759       0.41239136589008374     
   3.2000000000000001E-002  0.58652235246210138       0.99950411778216597       0.41298176532006459       0.99948813092174005       0.41296577845963867       0.99948813104963330       0.41296577858753192     
   3.3000000000000002E-002  0.58591649474173624       0.99947213365039689       0.41355563890866065       0.99945564807721887       0.41353915333548263       0.99945564821322319       0.41353915347148695     
   3.4000000000000002E-002  0.58531067754090138       0.99943915106998638       0.41412847352908499       0.99942216686545737       0.41411148932455599       0.99942216700982134       0.41411148946891996     
   3.5000000000000003E-002  0.58470490202870828       0.99940517013885000       0.41470026811014171       0.99938768738686157       0.41468278535815328       0.99938768753983376       0.41468278551112547     
   3.6000000000000004E-002  0.58409916937293427       0.99937019095789514       0.41527102158496088       0.99935220974482897       0.41525304037189470       0.99935220990665785       0.41525304053372358     
   3.6999999999999998E-002  0.58349348074001872       0.99933421363102071       0.41584073289100199       0.99931573404574769       0.41582225330572897       0.99931573421668163       0.41582225347666291     
   3.7999999999999999E-002  0.58288783729506044       0.99929723826511641       0.41640940097005597       0.99927826039899625       0.41639042310393581       0.99927826057928359       0.41639042328422315     
